time;Bx;By;Bz;BT
7,757846;7,13;15,74;-27,76;32,70
7,779228;6,92;15,65;-27,54;32,42
7,799529;7,07;15,80;-27,57;32,56
7,819638;7,24;15,61;-27,42;32,38
7,838904;7,22;15,55;-27,41;32,33
7,859729;7,05;15,55;-27,37;32,26
7,879851;7,00;15,50;-27,41;32,25
7,899182;7,17;15,63;-27,14;32,13
7,919436;7,05;15,70;-27,07;32,08
7,940042;7,19;15,80;-27,29;32,34
7,962801;7,07;15,44;-27,26;32,11
7,979194;7,09;15,29;-26,97;31,81
8,000774;6,92;15,20;-26,92;31,68
8,020491;6,81;14,86;-26,81;31,40
8,042449;6,74;14,82;-27,03;31,55
8,060481;6,49;14,93;-27,05;31,57
8,081880;6,64;15,16;-27,16;31,81
8,101061;6,32;15,25;-27,16;31,79
8,121346;6,23;15,42;-27,03;31,74
8,141909;6,19;15,68;-27,24;32,03
8,161085;6,19;15,81;-27,33;32,18
8,180961;6,19;16,04;-27,50;32,43
8,201822;6,08;16,02;-27,56;32,45
8,221669;6,04;16,02;-27,46;32,36
8,241929;5,99;15,96;-27,39;32,26
8,261811;6,08;15,65;-27,25;32,01
8,281991;6,47;15,63;-27,63;32,40
8,302923;6,42;15,66;-27,63;32,40
8,323112;6,36;15,72;-27,59;32,39
8,350423;6,60;15,70;-27,48;32,33
8,365846;6,55;15,70;-27,18;32,07
8,382523;6,51;15,46;-27,26;32,00
8,402800;6,36;15,33;-27,26;31,91
8,423881;6,40;15,55;-27,39;32,14
8,447111;6,12;15,55;-27,09;31,83
8,467584;6,12;15,55;-27,22;31,94
8,484444;6,12;15,36;-27,12;31,77
8,503083;6,02;15,44;-27,09;31,75
8,523206;6,44;15,61;-27,29;32,09
8,544656;6,53;15,83;-27,24;32,17
8,566030;6,53;15,96;-27,37;32,35
8,583889;6,53;16,00;-27,31;32,32
8,604874;6,42;16,15;-27,46;32,50
8,624389;6,51;16,15;-27,42;32,49
8,644700;6,68;16,36;-27,54;32,72
8,665547;6,51;16,42;-27,63;32,79
8,684587;6,27;16,17;-27,54;32,54
8,705005;6,29;16,10;-27,61;32,57
8,725423;6,29;16,06;-27,27;32,27
8,745383;6,30;15,74;-27,22;32,07
8,764966;6,55;15,85;-27,03;32,01
8,785100;6,32;15,76;-27,07;31,95
8,806176;6,27;15,70;-26,97;31,83
8,825565;6,42;15,40;-26,86;31,62
8,846073;6,45;15,36;-27,03;31,75
8,866245;6,19;15,40;-27,12;31,80
8,886296;6,29;15,27;-27,29;31,90
8,908409;6,36;15,55;-27,27;32,03
8,927444;6,19;15,36;-27,35;31,97
8,947075;6,40;15,51;-27,29;32,04
8,966561;6,38;15,72;-27,24;32,09
8,986851;6,23;15,93;-27,16;32,10
9,008812;6,36;15,97;-26,99;32,00
9,027746;6,74;15,81;-26,95;31,97
9,046908;6,70;16,02;-26,92;32,03
9,067163;6,59;15,95;-26,94;31,99
9,087562;6,81;16,04;-27,07;32,19
9,107878;6,57;16,11;-26,95;32,08
9,129366;6,53;15,76;-27,09;32,01
9,151103;6,57;15,89;-27,27;32,24
9,167919;6,57;15,89;-27,41;32,35
9,188292;6,40;16,11;-27,41;32,43
9,208929;6,42;16,10;-27,46;32,47
9,229121;6,55;16,28;-27,69;32,78
9,251044;6,36;16,19;-27,61;32,63
9,269594;6,62;16,10;-27,65;32,67
9,289930;6,68;16,17;-27,71;32,77
9,309648;6,79;16,06;-27,59;32,64
9,330113;6,64;16,13;-27,48;32,55
9,350838;6,62;16,11;-27,52;32,57
9,370453;6,77;16,06;-27,54;32,59
9,389270;6,51;15,80;-27,27;32,18
9,409666;6,47;15,80;-26,99;31,94
9,430079;6,32;15,55;-26,75;31,58
9,450050;6,45;15,63;-26,54;31,47
9,470244;6,36;15,63;-26,41;31,34
9,490740;6,53;15,80;-26,58;31,60
9,510111;6,72;15,72;-26,67;31,68
9,531066;6,59;15,59;-26,73;31,64
9,551811;6,68;15,67;-26,94;31,87
9,571763;6,70;15,65;-27,27;32,15
9,590871;6,75;15,63;-27,35;32,22
9,611080;6,68;15,50;-27,52;32,28
9,631500;6,72;15,38;-27,76;32,44
9,654417;6,79;15,23;-27,74;32,37
9,671648;6,79;15,29;-27,74;32,40
9,691634;6,89;15,55;-27,61;32,43
9,712276;6,94;15,63;-27,69;32,54
9,733345;6,90;15,68;-27,56;32,45
9,753887;6,92;15,80;-27,67;32,60
9,772685;6,75;16,10;-27,52;32,59
9,792690;6,79;16,19;-27,69;32,78
9,813459;6,68;16,26;-27,54;32,67
9,835662;6,55;16,26;-27,41;32,53
