time;Bx;By;Bz;BT
9,858651;26,29;1,77;-14,81;30,23
9,879318;26,22;1,55;-14,77;30,13
9,898970;26,31;1,68;-14,77;30,22
9,919854;26,20;1,56;-14,79;30,12
9,939979;26,44;1,45;-14,86;30,37
9,959996;26,20;1,30;-15,01;30,22
9,979550;26,31;1,15;-14,80;30,21
9,999119;26,42;1,08;-14,88;30,34
10,022256;26,50;1,10;-15,12;30,53
10,039947;26,65;1,11;-14,96;30,58
10,059380;26,50;1,08;-14,94;30,44
10,079566;26,76;1,34;-15,16;30,79
10,099930;26,48;1,30;-14,96;30,44
10,122143;26,44;1,34;-14,73;30,30
10,140054;26,48;1,28;-14,86;30,39
10,159950;26,27;1,36;-14,71;30,14
10,180694;26,09;1,45;-14,62;29,94
10,206283;26,09;1,42;-14,54;29,90
10,220582;26,25;1,47;-14,37;29,97
10,241454;26,01;1,58;-14,22;29,69
10,260878;26,09;1,55;-14,62;29,94
10,282248;26,27;1,70;-14,82;30,21
10,302059;26,31;2,03;-14,97;30,34
10,322481;26,54;2,11;-14,97;30,54
10,341436;26,61;2,13;-15,25;30,75
10,361688;26,76;2,24;-15,54;31,02
10,382252;26,72;2,11;-15,57;31,00
10,402459;26,80;2,15;-15,54;31,05
10,423735;26,91;2,22;-15,52;31,14
10,442561;26,69;2,05;-15,65;31,00
10,462372;26,85;1,86;-15,57;31,10
10,482634;26,82;1,96;-15,78;31,18
10,505365;26,82;1,77;-15,52;31,03
10,523214;26,59;1,90;-15,48;30,83
10,543334;26,48;1,96;-15,50;30,74
10,563452;26,39;1,81;-15,46;30,64
10,583326;26,29;2,01;-15,42;30,55
10,603995;26,57;2,05;-15,20;30,68
10,624363;26,29;2,03;-14,99;30,33
10,643569;26,24;1,94;-14,86;30,21
10,663975;26,33;2,00;-15,16;30,45
10,683980;26,42;1,81;-15,10;30,49
10,705053;26,69;1,86;-15,29;30,81
10,725337;26,78;1,86;-15,29;30,89
10,745127;26,74;1,70;-15,33;30,87
10,767154;26,57;1,64;-15,44;30,78
10,786842;26,57;1,64;-15,76;30,94
10,804581;26,52;1,62;-15,84;30,93
10,825057;26,54;1,60;-15,74;30,90
10,845116;26,50;1,92;-15,70;30,86
10,865533;26,25;1,94;-15,50;30,55
10,885419;26,16;1,86;-15,27;30,35
10,905338;26,16;2,00;-15,27;30,36
10,925506;25,99;2,07;-15,10;30,13
10,945867;26,12;1,81;-14,82;30,09
10,966933;26,25;1,94;-14,56;30,08
10,986624;26,29;1,75;-14,51;30,08
11,006280;26,18;1,41;-14,66;30,04
11,026817;26,16;1,43;-14,64;30,01
11,046540;26,33;1,43;-14,82;30,25
11,067102;26,33;1,34;-14,75;30,21
11,087382;26,63;1,34;-14,88;30,53
11,107688;26,52;1,41;-15,12;30,56
11,127359;26,63;1,45;-15,11;30,65
11,147407;26,50;1,45;-15,11;30,54
11,167600;26,48;1,43;-15,05;30,49
11,187909;26,46;1,45;-15,11;30,50
11,208366;26,18;1,83;-15,26;30,36
11,228137;26,09;1,83;-15,26;30,27
11,249213;25,97;1,77;-15,14;30,12
11,268424;26,18;2,01;-15,05;30,26
11,297269;25,92;1,70;-15,18;30,08
11,310896;25,95;2,09;-15,01;30,06
11,328630;25,97;2,07;-14,94;30,03
11,348386;26,01;1,90;-14,81;29,99
11,369614;25,99;1,88;-14,73;29,94
11,389493;25,99;1,85;-14,77;29,95
11,410519;25,79;1,81;-14,81;29,79
11,431999;25,41;1,73;-14,82;29,47
11,450968;25,67;1,90;-14,90;29,74
11,470078;25,54;1,77;-14,90;29,62
11,490500;25,37;1,71;-14,99;29,52
11,509629;25,39;1,77;-15,11;29,60
11,529821;25,56;1,45;-15,24;29,79
11,549837;25,77;1,43;-15,42;30,07
11,570128;25,84;1,56;-15,39;30,12
11,590427;26,24;1,56;-15,39;30,46
11,610877;26,07;1,51;-15,27;30,25
11,631057;26,31;1,55;-15,29;30,47
11,651259;26,46;1,66;-15,05;30,49
11,673797;26,55;1,66;-15,05;30,57
11,691527;26,44;1,90;-14,77;30,35
11,712345;26,33;1,88;-14,54;30,14
11,731513;26,46;1,88;-14,49;30,23
11,751609;26,16;1,83;-14,47;29,95
11,772008;26,12;1,96;-14,75;30,06
11,791720;26,01;1,85;-14,77;29,97
11,812902;26,20;1,96;-14,92;30,21
11,832749;26,27;1,98;-14,90;30,27
11,852333;26,22;1,86;-14,79;30,16
11,872097;26,33;1,88;-14,94;30,33
11,892809;26,44;1,85;-15,18;30,55
11,913216;26,44;1,92;-15,22;30,57
11,933485;26,59;1,85;-15,18;30,68
11,953678;26,67;1,77;-15,20;30,75
11,975815;26,65;1,66;-15,35;30,80
11,994427;26,59;1,66;-15,35;30,75
12,012758;26,57;1,64;-15,56;30,83
12,033306;26,54;1,41;-15,46;30,74
12,053875;26,27;1,21;-15,29;30,42
12,074537;26,48;1,41;-15,31;30,62
12,093905;26,20;1,40;-15,12;30,28
12,113903;26,29;1,36;-15,18;30,39
12,134571;26,07;1,32;-14,96;30,08
12,154741;26,20;1,47;-14,92;30,18
12,174165;26,35;1,45;-14,77;30,24
12,194479;26,31;1,53;-14,66;30,16
12,214566;26,74;1,81;-14,64;30,54
12,234675;26,63;1,60;-14,39;30,31
12,255153;27,02;1,70;-14,39;30,66
12,276792;27,02;1,77;-14,26;30,61
12,295591;27,02;1,73;-14,54;30,74
12,315735;26,99;1,64;-14,54;30,70
12,335677;27,02;1,51;-14,71;30,81
12,361238;26,93;1,60;-14,65;30,70
12,377987;26,74;1,70;-14,69;30,56
12,396130;26,72;1,64;-14,77;30,58
12,416559;26,31;1,66;-14,82;30,24
12,436434;26,24;1,60;-14,97;30,25
12,457026;26,46;1,55;-14,92;30,42
12,502512;26,25;1,47;-15,16;30,35
12,504481;26,20;1,49;-15,14;30,30
12,517151;26,16;1,43;-15,20;30,29
12,537007;25,94;1,25;-15,25;30,12
12,557154;25,94;1,25;-15,39;30,18
12,577056;26,10;1,30;-15,44;30,36
12,599927;25,88;1,40;-15,12;30,01
12,617766;25,86;1,70;-14,88;29,88
12,637553;25,82;1,66;-14,56;29,69
12,657816;25,97;1,81;-14,49;29,80
12,678316;26,05;1,79;-14,60;29,91
